CICLO,TRIMESTRE,ID_RAMO,DESC_RAMO,ACRON_DEP_ENT,DESC_DEP_ENT,MODALIDAD_PP ,DESC_PP,INST_COORD,ANIO_RECOMENDACION,ORIGEN_RECOMENDACION,ID_ASM,DESC_ASM,GASTO_FEDERALIZADO,TIPO_ASM,TEMA_ASM,TIPO_MEJORA,PRIORIDAD,AVANCE_ASM,FECHA_REPORTE,EVIDENCIA
2014-2015,01T2016,20,Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,U008,Subsidios a programas para jóvenes,CONEVAL,2014,Otros Informes Externos,20u008cie14_03,"Integrar en las Políticas de Operación 2016 del Programa U008 los elementos mínimos que propicien que las Instancias de la Juventud posean una mayor estructuración de las intervenciones financiadas con recursos del IMJUVE conteniendo alguna forma de planificación y duración en el tiempo, claridad de los objetivos, mayor orientación en el marco en el cual los jóvenes se encuentran participando y visibilidad de las instituciones y actores involucrados.",Si,Específico,Diseño,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_01,"Definición de estrategia de difusión mediante la cual se den a conocer los lineamientos del programa, con material especial para la población indígena.",No,Específico,Otros,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,03T2015,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_03,"Diseñar un formato adecuado que permita hacer el seguimiento de la población que acude a los CCOM, así como la realización de capacitaciones para el  correcto llenado y manejo de los mismos y de esta forma sistematizar la información de la gente que asiste a los comedores.",No,Específico,Operación,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,03T2015,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_05,Elaborar un Plan Estratégico que incluya una estrategia de cobertura y el establecimiento de metas.,No,Institucional,Planeación,Adiciona,Alta,100,30/09/2015,N/D
2013-2014,03T2015,21,Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,E005,Servicios de orientación turística y asistencia mecánica,SFP,2013,Evaluación de Consistencia y Resultados,21e005pcr13_06,Programa de Capacitación del personal de la CSTAV en función del Departamento de Información y Comunicación al Turista (Sistema Integral de Atención al Turista),No,Específico,Operación,Adiciona,Media,100,30/09/2015,N/D
2011-2012,03T2015,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S225,"Fortalecimiento en las Entidades Federativas de las capacidades científicas, tecnológicas y de innovación.",CONEVAL,2011,Evaluación de Satisfacción de Beneficiarios,38s225cpb11_03,"1.	Clarificar en el Convenio de Asignación de Recursos, los derechos/dominios  sobre los productos y/o resultados entregables comprometidos por el sujeto de apoyo.",No,Específico,Otros,Adiciona,Media,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E002,Atención curativa eficiente,SHCP,2013,Evaluación Específica,50e002pee13_01,Elaborar el diagnóstico y árbol de problemas que apoye a la construcción de la Matriz de Indicadores de Resultados.,No,Específico,Diseño,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E002,Atención curativa eficiente,CONEVAL,2013,Evaluación Específica,50e002pee13_02,Integrar a la Matriz de Indicadores de Resultados los indicadores de enfermedades crónicas del proceso salud enfermedad,No,Específico,Diseño,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E002,Atención curativa eficiente,SHCP,2013,Evaluación de Procesos,50e002ppr13_01,Continuar con la gestión de la capacitación en la Metodología de Marco Lógico (MML),No,Institucional,Otros,Adiciona,Media,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E002,Atención curativa eficiente,SHCP,2013,Evaluación de Procesos,50e002ppr13_02,Integrar a la Matriz de Indicadores de Resultados los indicadores de enfermedades crónicas del proceso salud enfermedad,No,Específico,Indicadores,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E006,Recaudación eficiente de ingresos obrero patronales,SHCP,2014,Evaluación de Procesos,50e006ppr14_03,Definir estrategias para el intercambio de comunicación en el proceso que confluyen Fiscalización y Cobranza.,No,Institucional,Ejecución,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E006,Recaudación eficiente de ingresos obrero patronales,SHCP,2014,Evaluación de Procesos,50e006ppr14_04,Difundir a través de la página de internet del Instituto información que facilite al patrón el cumplimiento de sus obligaciones.,No,Específico,Otros,Adiciona,Media,100,31/03/2016,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E006,Recaudación eficiente de ingresos obrero patronales,SHCP,2014,Evaluación de Procesos,50e006ppr14_10,"Implementar un nuevo canal de cobro diferente al Procedimiento Administrativo de Ejecución, a fin de incrementar la recaudación y reducir el costo de recuperación de los créditos fiscales.",No,Específico,Ejecución,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_01,Considerar posible complementariedad y duplicidad de otros Programas.,No,Específico,Resultado,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_02,Consolidar todos los procedimientos en un solo documento normativo para el Programa.,No,Específico,Operación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_03,"Denifir y cuantificar población potencial, objetivo y atendida.",No,Específico,Diseño,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_04,Documentar criterios de aprobación final de proyectos.,No,Específico,Operación,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_05,Documento normativo que compile todas las especificidades del Programa.,No,Específico,Diseño,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_08,Generar un Diagnóstico específico del Programa que justifique su implementación.,No,Específico,Diseño,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_09,Generar un documento de ASM y plan de trabajo.,No,Específico,Resultado,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,03T2015,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_10,Generar un documento de ASM y plan estratégico para llevarlos a cabo,No,Específico,Resultado,Adiciona,Alta,100,30/09/2015,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_11,"Generar un plan estratégico que contemple el mediano y largo plazo, resultados de indicadores.",No,Específico,Resultado,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_13,Recolectar información de derechohabientes beneficiados y solicitudes no aprobadas.,No,Específico,Resultado,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2016,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_14,Sistematizar las CEPIs.,No,Específico,Operación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,03T2015,53,Petróleos Mexicanos,CFE,Comisión Federal de Electricidad,E563,Suministro de energéticos a las centrales generadoras de electricidad,SHCP,2014,Evaluación de Consistencia y Resultados,53e563pcr14_01,"Derivado del Informe de Evaluación de Consistencia y Resultados 2014, las únicas recomendaciones se refieren a mejoras en redacción para más claridad y apego al enfoque del Marco Lógico. Objetivo Fin: Contribuir a optimizar la operación y expansión de infraestructura eléctrica nacional mediante el suministro óptimo de combustibles a las centrales termoeléctricas de la Comisión Federal de Electricidad.",No,Específico,Diseño,Adiciona,Media,100,30/09/2015,N/D
2015-2016,03T2016,4,Gobernación,INM,Instituto Nacional de Migración,E008,Política y servicios migratorios,SHCP,2010,Evaluación de Procesos,04e008ppr10_01,Proceso de Internación Marítima en Lázaro Cárdenas,No,Específico,Operación,Adiciona,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/04e008ppr10_01.zip
2013-2014,03T2016,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",SAGARPA,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",U013,Vinculación Productiva,CONEVAL,2013,Evaluación Específica de Desempeño,08U013ped13_03,Elaborar un documento normativo que incluya y articule los dos componentes del Programa.,No,Específico,Otros,Adiciona,Media,100,31/03/2016,N/D
2015-2016,01T2017,10,Economía,SE,Secretaría de Economía,S021,Programa nacional de financiamiento al microempresario y a la mujer rural,CONEVAL,2015,Evaluación Específica de Desempeño,10s021ped15_03,Fusionar el Fondo de Microfinanciamiento a Mujeres Rurales con el Programa Nacional de Financiamiento al Microempresario.,No,Específico,Diseño; Operación   ,Adiciona,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/10s021ped15_03.zip
2015-2016,03T2016,10,Economía,SE,Secretaría de Economía,S220,Programa para la productividad y competitividad industrial,CONEVAL,2015,Evaluación Específica de Desempeño,10s220ped15_01,"Asegurar que con base en el problema identificado en el diagnóstico actualizado, se establezcan el objetivo e indicador a nivel de Propósito. ",No,Institucional,Diseño,Adiciona,Media,100,29/04/2016,N/D
2015-2016,01T2017,10,Economía,SE,Secretaría de Economía,S220,Programa para la productividad y competitividad industrial,CONEVAL,2015,Evaluación Específica de Desempeño,10s220ped15_02,"Elaborar un documento relativo a las poblaciones potencial y objetivo, en el cual se especifique su definición y caracterización, así como la metodología para su cuantificación. Las poblaciones deberán ser consistentes con el problema de política pública que se intenta resolver.",No,Institucional,Coberturas,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/10s220ped15_02.zip
2015-2016,03T2016,10,Economía,SE,Secretaría de Economía,S220,Programa para la productividad y competitividad industrial,CONEVAL,2015,Evaluación Específica de Desempeño,10s220ped15_03,Incluir indicadores de resultados a nivel de Fin y Propósito en la Matriz de Indicadores para Resultados.,No,Institucional,Indicadores,Adiciona,Media,100,29/04/2016,N/D
2015-2016,01T2017,10,Economía,SE,Secretaría de Economía,S220,Programa para la productividad y competitividad industrial,CONEVAL,2015,Evaluación Específica de Desempeño,10s220ped15_04,Realizar una estrategia de cobertura para atender a su población potencial en el mediano plazo.,No,Institucional,Coberturas; Planeación   ,Adiciona,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/10s220ped15_04.zip
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,B003,Producción y distribución de libros y materiales educativos,SHCP,2015,Evaluación de Diseño,11b003pdi15_06,No existe evidencia directa ni internacional de que el programa cumpla con el objetivo.,No,Específico,Diseño,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/11b003pdi15_06.zip
2015-2016,03T2016,11,Educación Pública,SEP,Secretaría de Educación Pública,E011,Desarrollo cultural,CONEVAL,2015,Ficha de Monitoreo y Evaluación,11e011cfm15_01,"Una debilidad del programa consiste en que no cuenta con undocumento Diagnóstico que muestre los antecedentes y motivos de sucreación, así como el problema que pretende atender y el mecanismo deoperación.",No,Específico,Diseño,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,11,Educación Pública,SEP,Secretaría de Educación Pública,E012,Protección y conservación del patrimonio cultural,CONEVAL,2015,Ficha de Monitoreo y Evaluación,11e012cfm15_01,"Una debilidad del programa es que no cuenta con un documento Diagnóstico que muestre los antecedentes y motivos de su creación, así como el problema que pretende atender y el mecanismo de operación.",No,Específico,Diseño,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,11,Educación Pública,SEP,Secretaría de Educación Pública,E022,Servicios cinematográficos,CONEVAL,2015,Ficha de Monitoreo y Evaluación,11e022cfm15_01,"Una debilidad del programa es que no cuenta con un documento Diagnóstico que muestre los antecedentes y motivos de su creación, así como el problema que pretende atender y el mecanismo de operación.",No,Específico,Diseño,Adiciona,Media,100,29/04/2016,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E032,Políticas de igualdad de género en el sector educativo,CONEVAL,2015,Ficha de Monitoreo y Evaluación,11e032cfm15_01,"Una debilidad del programa es que no cuenta con un documento que integre los siguientes elementos: a) los antecedentes y motivos de su creación, b) el problema que pretende atender y c) el mecanismo de operación.",No,Específico,Diseño,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/11e032cfm15_01.zip
