CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
Complementaria,16s046c0009,16,Medio Ambiente y Recursos Naturales,s046,Programa de Conservación para el Desarrollo Sostenible (PROCODES),Complementaria,Universidad Autónoma Chapingo,140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/16s046c0009.pdf
Complementaria,16s110c0012,16,Medio Ambiente y Recursos Naturales,s110,Pago por Servicios Ambientales Hidrológicos ,Complementaria,Universidad Nacional Autónoma de México,ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16s110c0012.pdf
Complementaria,16s122c0012,16,Medio Ambiente y Recursos Naturales,s122,ProÁrbol - Programa de Conservación y Restauración de Ecosistemas Forestales (PROCOREF),Complementaria,Universidad Autónoma Chapingo,219991.53,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16s122c0012.zip
Complementaria,16s136c0012,16,Medio Ambiente y Recursos Naturales,s136,Pago por Servicios Ambientales Derivados de la Biodiversidad,Complementaria,Universidad Nacional Autónoma de México,83348.90,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16s136c0012.pdf
Complementaria,16s219c0014,16,Medio Ambiente y Recursos Naturales,s219,Programa Nacional Forestal Pago por Servicios Ambientales,Complementaria,Universidad Autónoma Chapingo,140000.00,2014,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2014/16s219c0014.zip
Complementaria,16s219c0015,16,Medio Ambiente y Recursos Naturales,s219,ProÁrbol.-Pago por Servicios Ambientales,Complementaria,Universidad Autónoma Chapingo,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/16s219c0015.zip
Complementaria,16s219ced13,16,Medio Ambiente y Recursos Naturales,s219,ProÁrbol.-Pago por Servicios Ambientales,Específica de desempeño,Alejandro Eduardo Guevara Sanginés,140000.00,2013,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2013/16s219ced13.pdf
Complementaria,16u005c0011,16,Medio Ambiente y Recursos Naturales,u005,ProÁrbol - Desarrollo forestal comunitario y para el desarrollo regional forestal,Complementaria,Universidad Autónoma Chapingo,219991.53,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u005c0011.zip
Complementaria,16u006c0011,16,Medio Ambiente y Recursos Naturales,u006,ProÁrbol -Programa de Asistencia Técnica para el Acceso a los Programas Forestales,Complementaria,Universidad Autónoma Chapingo,83348.90,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u006c0011.zip
Complementaria,16u009cdi08,16,Medio Ambiente y Recursos Naturales,u009,Programa de Acción para la Conservación de la Vaquita Marina,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",140000.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16u009cdi08.pdf
Complementaria,16u010cdi10,16,Medio Ambiente y Recursos Naturales,u010,Programa de Cultura del Agua,Diseño,José Israel Núñez Birrueta,140000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16u010cdi10.zip
Complementaria,16u012cdi12,16,Medio Ambiente y Recursos Naturales,u012,Prevención y gestión integral de residuos,Diseño,"L 21 Consultores México, A.C.",140000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16u012cdi12.zip
Complementaria,16u014cdi09,16,Medio Ambiente y Recursos Naturales,u014,Sistema de Información Ambiental,Diseño,Instituto Politécnico Nacional,ND,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/16u014cdi09.pdf
Complementaria,16u015cdi11,16,Medio Ambiente y Recursos Naturales,u015,Programa para incentivar el desarrollo organizacional de los Consejos de Cuenca,Diseño,C-Evalúa. Centro de Análisis y Evaluación,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u015cdi11.zip
Complementaria,16u020cdi11,16,Medio Ambiente y Recursos Naturales,u020,Fomento para la Conservación y Aprovechamiento Sustentable de la Vida Silvestre,Diseño,Cuauhtémoc León Diez,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u020cdi11.zip
Complementaria,16u022cdi11,16,Medio Ambiente y Recursos Naturales,u022,Programa de Mitigación y Adaptación del Cambio Climáticos,Diseño,José Israel Núñez Birrueta,200000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u022cdi11.zip
Complementaria,16u023cdi11,16,Medio Ambiente y Recursos Naturales,u023,Programa Nacional de Remediación de Sitios Contaminados,Diseño,"El Colegio de México, A.C.",152464.11,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u023cdi11.pdf
Complementaria,16u024cdi11,16,Medio Ambiente y Recursos Naturales,u024,Programa de Vigilancia Comunitaria en Áreas Naturales Protegidas y Zonas de Influencia,Diseño,Centro Regional Universitario del Noroeste de la Universidad Autónoma Chapingo,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u024cdi11.zip
Complementaria,16u025cdi11,16,Medio Ambiente y Recursos Naturales,u025,Programa de Recuperación y Repoblación de Especies en Peligro de Extinción,Diseño,Instituto para la Gestión Integral de Cuencas Hidrográficas A. C.,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u025cdi11.zip
Complementaria,16u026cdi12,16,Medio Ambiente y Recursos Naturales,u026,Programa de Investigación Científica y Tecnológica Ambiental.,Diseño,José Israel Núñez Birrueta,149988.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16u026cdi12.pdf
Complementaria,16u028cdi11,16,Medio Ambiente y Recursos Naturales,u028,Programa de Adecuación de Derechos de Uso de Agua,Diseño,Gerardo Lugo García,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u028cdi11.zip
Complementaria,16u029ccr12,16,Medio Ambiente y Recursos Naturales,u029,Programa de Conservación del Maíz Criollo,Consistencia y resultados,Instituto para la Gestión Integral de Cuencas Hidrográficas A. C.,207408.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16u029ccr12.zip
Complementaria,16u034cdi11,16,Medio Ambiente y Recursos Naturales,u034,Programa de Monitoreo Biológico en Áreas Naturales Protegidas,Diseño,José Israel Núñez Birrueta,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/16u034cdi11.zip
Complementaria,16u035cdi12,16,Medio Ambiente y Recursos Naturales,u035,PROGRAMAS DE MANEJO DE ÁREAS NATURALES PROTEGIDAS (PROMANP),Diseño,José Israel Núñez Birrueta,140000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/16u035cdi12.zip
Complementaria,16u036c0014,16,Medio Ambiente y Recursos Naturales,u036,ProÁrbol.-Desarrollo Forestal,Complementaria,Universidad Autónoma Chapingo,174000.00,2014,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2014/16u036c0014.zip
Complementaria,16u036ced13,16,Medio Ambiente y Recursos Naturales,u036,ProÁrbol.-Desarrollo Forestal,Específica de desempeño,Alejandro Eduardo Guevara Sanginés,174000.00,2013,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2013/16u036ced13.pdf
Complementaria,18b001ccr12,18,Energía,b001,"Producción de petróleo, gas, petrolíferos y petroquímicos",Consistencia y Resultados,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/18b001ccr12.pdf
Complementaria,18e001ccr12,18,Energía,e001,"Comercialización de petróleo, gas, petrolíferos y petroquímicos",Consistencia y Resultados,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/18e001ccr12.pdf
Complementaria,18e555cdi11,18,Energía,e555,"Operación comercial de la Red de Fibra Óptica y apoyo tecnológico a los procesos productivos en control de calidad, sistemas informáticos y de telecomunicaciones",Diseño,"Facultad de Ingeniería, UNAM",700000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/18e555cdi11.zip
Complementaria,18e562cdi11,18,Energía,e562,"Operación, mantenimiento y recarga de la Nucleoeléctrica Laguna Verde para la generación de energía eléctrica",Diseño,"Facultad de Ingeniería, UNAM",700000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/18e562cdi11.zip
Complementaria,18e563cdi11,18,Energía,e563,Suministro de energéticos a las centrales generadoras de electricidad,Diseño,"Facultad de Ingeniería, UNAM",700000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/18e563cdi11.zip
Complementaria,18e568cdi11,18,Energía,e568,"Dirección, coordinación y control de la operación del Sistema Eléctrico Nacional",Diseño,"Facultad de Ingeniería, UNAM",700000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/18e568cdi11.zip
Complementaria,18e570cdi09,18,Energía,e570,Operación y mantenimiento de los procesos de distribución y de comercialización de energía eléctrica,Diseño,Universidad Nacional Autónoma de México,ND,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/18e570cdi09.zip
Complementaria,18e578cdi12,18,Energía,e578,Apoyo al desarrollo sustentable de comunidades afectadas por la instalación de la infraestructura eléctrica,Diseño,"Facultad de Ingeniería, UNAM",700000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/18e578cdi12.pdf
Complementaria,18f571cdi11,18,Energía,f571,Promoción de medidas para el ahorro y uso eficiente de la energía eléctrica,Diseño,"Facultad de Ingeniería, UNAM",600000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/18f571cdi11.zip
Complementaria,18p552cdi12,18,Energía,p552,"Planeación, dirección, coordinación, supervisión y seguimiento a las funciones y recursos asignados para cumplir con la construcción de la infraestructura eléctrica",Diseño,"Facultad de Ingeniería, UNAM",700000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/18p552cdi12.pdf
Complementaria,18p553cdi12,18,Energía,p553,Planeación y expansión del Sistema Eléctrico Nacional,Diseño,"Facultad de Ingeniería, UNAM",700000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/18p553cdi12.pdf
Complementaria,18s567cdi09,18,Energía,s567,Operación y mantenimiento de las líneas de transmisión y subestaciones de transformación que integran el Sistema Eléctrico Nacional,Diseño,Universidad Nacional Autónoma de México,ND,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/18s567cdi09.zip
Complementaria,200000cee12,20,Desarrollo Social,0,Metaevaluación 2007-2012 de los programas de la Secretaría de Desarrollo Social (SEDESOL),Específica,Varios,5037400.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/200000cee12.zip
Complementaria,20e003c0012,20,Desarrollo Social,e003,Servicios a grupos con necesidades especiales,Complementaria,Universidad Autónoma del Estado de México,1300360.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/20e003c0012.zip
Complementaria,20e003cdi16,20,Desarrollo Social,e003,Servicios a grupos con necesidades especiales,Diseño,"Ahumada Lobo y Asociados, S.A. de C.V.",510400.00,2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2016/20e003cdi16.rar
Complementaria,20e016ccr16,20,Desarrollo Social,e016,Generación y Articulación de Políticas Públicas Integrales de Juventud,Consistencia y Resultados,"Corporación Rimisp, A.C",746000.00,2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2016/20e016ccr16.rar
Complementaria,20s053cdi15,20,Desarrollo Social,s053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",Diseño,"NIK Beta, S.C. ",182000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/20s053cdi15.zip
Complementaria,20S053cpb08,20,Desarrollo Social,S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",Específica de Percepción de Beneficiarios,"Colegio Nacional de Economistas, A.C.",182000.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20S053cpb08.pdf
Complementaria,20s054cpr13,20,Desarrollo Social,s054,Programa de Opciones Productivas,Procesos,Universidad Autónoma Chapingo,1298500.00,2013,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2013/20s054cpr13.zip
Complementaria,20s061c0011,20,Desarrollo Social,s061,Programa 3 x 1 para Migrantes,Complementaria,Instituto Politécnico Nacional,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/20s061c0011.zip
Complementaria,20s061cpr14,20,Desarrollo Social,s061,Programa 3 x 1 para Migrantes,Procesos,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",1500000.00,2014,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2014/20s061cpr14.zip
Complementaria,20s070cdi15,20,Desarrollo Social,s070,Programa de Coinversión Social,Diseño,Universidad Autónoma Metropolitana,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/20s070cdi15.zip
Complementaria,20S072cim08,20,Desarrollo Social,S072,Programa de Desarrollo Humano Oportunidades,Impacto,INSP-CIESAS,182000.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20S072cim08.zip
Complementaria,20s155cdi15,20,Desarrollo Social,s155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",Diseño,Instituto de Investigaciones Dr. José María Luis Mora,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/20s155cdi15.zip
Complementaria,20s155ced11,20,Desarrollo Social,s155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",Específica de desempeño,"C-230 Consultores, S. C. ",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/20s155ced11.zip
Complementaria,20s174cim11,20,Desarrollo Social,s174,Programa de estancias infantiles para apoyar a madres trabajadoras,Impacto,Instituto Nacional de Salud Pública,129920.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/20s174cim11.zip
Complementaria,20s174cpr12,20,Desarrollo Social,s174,Programa de estancias infantiles para apoyar a madres trabajadoras,Procesos,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",1500000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/20s174cpr12.pdf
Complementaria,20s175cim12,20,Desarrollo Social,s175,Rescate de espacios públicos,Impacto,"El Colegio de México, A.C.",638000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2012/20s175cim12.zip
Complementaria,20s176cdi13,20,Desarrollo Social,s176,Pensión para Adultos Mayores,Diseño,"Evaluare Expertos en Políticas Públicas, S.A. de C.V.",140000.00,2013,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2013/20s176cdi13.zip
Complementaria,20s216c0014,20,Desarrollo Social,s216,Programa para el Desarrollo de Zonas Prioritarias,Complementaria,Universidad Autónoma de Tamaulipas,140000.00,2014,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2014/20s216c0014.zip
Complementaria,20s216cpr13,20,Desarrollo Social,s216,Programa para el Desarrollo de Zonas Prioritarias,Procesos,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",1500000.00,2013,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2013/20s216cpr13.zip
Complementaria,20s237cdi11,20,Desarrollo Social,s237,Programa Prevención de Riesgos en los Asentamientos Humanos,Diseño,"ERN Ingenieros Consultores, S. C.",346260.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2011/20s237cdi11.zip
Complementaria,20s241ccr15,20,Desarrollo Social,s241,Seguro de vida para jefas de familia,Consistencia y Resultados,Universidad Autónoma de Tamaulipas,700000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/20s241ccr15.zip
